Wavelength,Flux,BestFit,SkyFlux
6697.305,69.141,72.256,7.221
6698.846,69.101,72.075,7.365
6700.390,69.050,70.225,7.713
6701.932,69.800,71.032,7.871
6703.474,71.889,73.959,7.764
6705.019,70.572,75.387,7.750
6706.562,70.527,74.341,7.822
6708.108,71.226,72.788,7.738
6709.652,68.522,70.206,7.615
6711.199,68.664,70.111,7.527
6712.743,70.018,71.126,7.335
6714.287,70.462,70.579,7.103
6715.835,68.358,69.323,7.334
6717.380,67.650,70.390,7.453
6718.929,68.438,71.420,7.400
6720.475,68.840,72.161,6.977
6722.025,72.004,72.308,7.107
6723.571,71.114,71.553,7.150
6725.118,69.859,70.364,6.986
6726.669,70.010,70.461,7.016
6728.216,70.554,73.357,7.083
6729.768,70.317,73.875,7.156
6731.316,69.672,72.396,7.257
6732.868,70.682,71.485,7.355
6734.417,70.533,72.430,7.092
6735.966,69.746,73.965,6.989
6737.519,71.606,73.636,7.056
6739.069,70.664,72.794,7.058
6740.623,70.097,73.183,7.124
6742.174,70.051,72.947,7.429
6743.729,70.643,71.812,7.528
6745.280,69.524,72.314,7.561
6746.832,69.363,73.800,7.617
6748.388,69.355,74.299,7.390
6749.940,70.274,74.229,7.106
6751.497,71.228,72.995,7.061
6753.050,69.584,71.094,7.134
6754.607,69.294,69.859,6.941
6756.161,68.088,67.251,6.924
6757.715,66.568,63.546,6.875
6759.274,66.621,62.687,6.896
6760.829,65.582,64.301,6.868
6762.388,66.839,67.457,6.759
6763.943,68.741,71.221,6.779
6765.503,68.802,70.782,6.761
6767.059,69.991,73.471,6.710
6768.616,71.192,74.655,6.701
6770.177,72.362,73.357,6.736
6771.734,72.125,73.018,6.681
6773.296,71.067,75.077,6.698
6774.854,70.194,72.842,6.825
6776.416,72.131,73.049,6.516
6777.975,71.688,73.988,6.597
6779.535,71.060,74.027,6.899
6781.098,70.618,73.106,6.813
6782.658,71.083,72.010,6.600
6784.222,72.233,72.078,6.728
6785.783,72.387,73.971,6.941
6787.348,72.478,74.479,7.027
6788.909,73.366,73.212,7.098
6790.471,72.841,72.524,7.120
6792.037,72.848,73.237,6.898
6793.599,74.376,70.518,6.680
6795.166,76.138,72.944,6.591
6796.729,76.099,72.988,6.646
6798.296,77.445,72.207,6.630
6799.860,81.781,73.514,6.601
6801.428,82.918,74.410,6.661
6802.993,86.006,73.731,6.687
6804.558,92.714,74.702,6.699
6806.127,99.113,77.987,6.735
6807.693,108.616,84.999,6.626
6809.263,130.214,102.495,6.662
6810.829,184.498,138.195,6.651
6812.400,291.048,181.319,6.524
6813.967,370.390,193.425,6.689
6815.534,313.278,168.606,6.761
6817.106,198.080,126.435,6.600
6818.674,138.007,93.659,6.664
6820.247,133.548,86.579,6.624
6821.816,152.013,97.374,6.616
6823.389,203.589,146.469,6.698
6824.958,353.193,320.569,6.535
6826.528,849.132,625.437,7.851
6828.103,1612.655,912.307,12.942
6829.673,1919.236,943.671,22.726
6831.248,1364.148,672.950,28.290
6832.820,633.976,354.787,24.329
6834.396,264.253,162.888,21.825
6835.968,151.803,94.388,24.057
6837.540,123.175,81.157,21.090
6839.117,120.482,77.497,12.680
6840.690,125.802,80.231,8.766
6842.268,137.722,82.940,10.154
6843.842,162.925,94.864,11.264
6845.420,205.839,133.704,9.922
6846.995,328.179,220.640,7.507
6848.570,613.596,350.155,6.649
6850.149,908.380,434.713,6.989
6851.725,892.336,392.660,7.253
6853.305,542.555,274.791,7.414
6854.882,236.115,162.271,7.076
6856.462,128.380,101.316,6.687
6858.040,93.158,84.415,6.576
6859.617,81.921,74.532,6.645
6861.199,75.276,72.301,7.013
6862.778,74.211,73.313,11.291
6864.360,73.174,73.650,25.330
6865.939,73.305,73.688,36.630
6867.523,73.199,75.485,30.466
6869.102,74.179,75.681,12.828
6870.683,73.253,75.625,9.201
6872.267,70.768,75.163,11.529
6873.848,71.425,74.456,11.020
6875.433,71.076,73.779,8.150
6877.015,70.219,73.410,6.360
6878.601,69.433,74.039,6.700
6880.183,71.114,73.952,7.333
6881.766,69.865,74.216,9.468
6883.353,71.989,74.589,10.790
6884.936,72.966,75.606,9.498
6886.524,73.362,77.368,7.734
6888.108,73.224,74.569,8.025
6889.697,70.788,74.367,11.291
6891.281,70.873,75.189,13.737
6892.867,69.825,74.258,11.910
6894.456,71.805,73.076,8.607
6896.042,71.422,74.939,7.371
6897.633,71.297,75.474,7.179
6899.219,72.773,74.445,7.329
6900.810,71.864,73.865,9.863
6902.398,70.995,73.289,13.282
6903.986,71.503,73.143,12.996
6905.578,71.100,74.672,9.430
6907.166,70.638,74.385,6.784
6908.759,72.258,74.906,6.535
6910.349,72.415,74.393,6.962
6911.942,71.467,74.108,9.280
6913.532,71.803,74.371,14.448
6915.123,72.055,73.801,16.781
6916.717,73.137,75.603,12.763
6918.308,71.674,75.514,7.427
6919.904,72.039,74.244,6.497
6921.496,72.338,73.695,7.482
6923.092,73.377,73.779,13.879
6924.684,74.119,73.433,23.689
6926.281,72.649,74.642,24.298
6927.875,73.393,73.057,13.237
6929.468,73.479,73.189,7.345
6931.066,71.948,73.967,6.636
6932.661,72.129,73.392,6.752
6934.259,71.854,72.579,6.223
6935.855,73.800,71.830,6.461
6937.454,73.247,72.740,6.402
6939.050,73.792,74.709,9.345
6940.646,73.337,74.572,14.737
6942.247,76.496,73.322,16.104
6943.844,74.805,75.296,11.328
6945.445,77.588,76.656,7.346
6947.043,86.055,78.341,6.997
6948.645,92.767,78.902,13.404
6950.243,88.768,77.473,24.264
6951.842,83.225,75.499,26.744
6953.445,75.962,75.148,16.643
6955.045,73.788,74.650,8.688
6956.649,74.905,74.156,7.056
6958.249,74.453,75.104,7.150
6959.854,73.671,75.315,7.171
6961.455,74.471,74.464,6.951
6963.056,73.729,75.478,6.822
6964.662,72.693,76.684,6.827
6966.264,72.931,74.528,6.989
6967.871,73.608,74.766,7.255
6969.473,74.659,74.151,9.136
6971.081,76.357,72.359,12.010
6972.684,77.969,74.546,12.599
6974.288,78.564,73.093,9.862
6975.897,79.070,72.950,7.360
6977.501,80.960,73.760,9.414
6979.110,84.360,74.974,15.813
6980.716,88.118,77.764,19.950
6982.326,94.123,83.946,15.605
6983.932,106.319,96.571,8.768
6985.539,143.610,139.569,7.048
6987.149,227.102,200.614,7.212
6988.757,319.277,233.864,7.272
6990.368,305.578,209.918,7.089
6991.977,202.382,148.911,6.828
6993.589,121.047,106.052,6.707
6995.198,96.114,85.878,6.679
6996.807,92.486,80.711,6.765
6998.420,98.482,88.234,7.104
7000.030,120.189,112.821,7.186
7001.645,183.285,155.701,7.059
7003.255,269.968,194.060,7.408
7004.870,287.166,188.095,9.659
7006.482,205.115,145.943,10.230
7008.094,122.839,102.904,8.147
7009.710,88.482,82.190,6.595
7011.322,78.281,78.103,9.333
7012.939,73.588,74.670,13.234
7014.552,75.713,73.665,12.677
7016.170,70.302,74.398,8.610
7017.784,71.784,75.331,6.413
7019.398,71.211,74.698,6.237
7021.017,70.886,71.973,6.172
7022.632,69.996,70.889,6.161
7024.252,71.416,71.023,6.161
7025.867,70.281,71.981,6.184
7027.488,71.045,72.688,6.311
7029.104,70.412,73.367,6.369
7030.721,71.955,74.898,6.596
7032.343,72.057,74.594,6.716
7033.960,72.131,74.637,6.556
7035.582,70.768,74.445,6.399
7037.201,71.500,74.282,6.252
7038.824,70.186,73.272,6.223
7040.443,69.747,70.628,6.680
7042.066,70.267,71.617,7.806
7043.686,70.337,71.466,8.528
7045.307,69.739,71.615,8.111
7046.931,70.195,73.309,8.487
7048.553,71.453,74.717,10.705
7050.178,72.570,73.548,12.435
7051.800,72.429,73.787,11.651
7053.426,72.360,75.010,9.656
7055.049,71.736,73.395,8.393
7056.672,72.850,71.665,7.577
7058.299,71.623,71.588,7.103
7059.923,69.764,70.711,6.839
7061.551,70.997,71.050,6.811
7063.175,71.660,72.285,7.251
7064.804,72.602,72.874,7.588
7066.429,72.041,73.511,7.902
7068.055,71.846,73.500,8.062
7069.685,71.258,71.547,7.945
7071.311,72.426,73.250,8.009
7072.942,72.537,74.607,7.828
7074.569,72.538,72.859,7.721
7076.200,72.220,71.534,7.759
7077.828,70.028,73.045,7.541
7079.456,71.630,74.075,7.534
7081.089,73.594,71.536,7.747
7082.718,71.485,75.331,8.149
7084.351,71.106,73.802,8.550
7085.981,72.611,70.963,8.118
7087.615,71.327,72.380,7.515
7089.245,72.361,73.242,8.210
7090.876,72.640,72.926,9.538
7092.511,71.109,74.769,9.035
7094.143,73.538,74.001,7.620
7095.779,73.266,72.450,7.068
7097.411,72.863,72.765,6.629
7099.048,71.137,73.719,6.672
7100.681,74.312,75.500,6.595
7102.314,73.221,75.716,6.548
7103.952,73.431,75.219,6.676
7105.587,72.711,73.828,6.674
7107.225,72.385,72.632,6.415
7108.860,73.621,73.375,6.653
7110.499,72.477,72.218,6.864
7112.135,73.275,73.080,6.917
7113.771,72.450,73.005,6.541
7115.412,72.021,71.511,6.525
7117.049,72.112,70.605,6.593
7118.690,70.968,71.060,6.472
7120.327,71.158,69.779,6.411
7121.969,71.727,71.655,6.332
7123.608,70.687,73.997,6.335
7125.246,73.465,74.217,6.453
7126.890,71.866,73.508,6.625
7128.529,72.519,74.319,7.444
7130.173,70.496,73.167,7.613
7131.813,71.125,73.000,7.228
7133.458,71.512,71.639,7.427
7135.099,71.138,71.859,7.759
7136.740,69.835,73.314,7.326
7138.386,69.394,71.184,6.626
7140.028,70.619,71.312,6.334
7141.675,71.382,73.390,6.801
7143.318,70.500,73.643,7.885
7144.965,70.380,74.351,9.154
7146.608,72.228,75.718,9.586
7148.253,71.455,73.419,9.115
7149.901,71.569,71.298,8.505
7151.546,71.446,72.916,7.862
7153.195,70.597,73.082,7.206
7154.840,69.812,71.515,6.735
7156.490,70.482,71.601,6.597
7158.137,72.158,74.274,6.860
7159.783,72.445,73.578,7.051
7161.434,71.223,71.857,7.239
7163.082,70.186,72.846,7.422
7164.734,69.628,74.705,7.393
7166.382,72.012,75.229,7.325
7168.034,71.641,75.440,7.404
7169.683,71.516,75.715,7.299
7171.337,72.122,73.937,7.263
7172.987,71.273,74.147,7.310
7174.637,71.082,75.821,7.284
7176.291,71.115,75.924,7.384
7177.942,72.762,74.297,7.618
7179.597,70.100,75.718,7.549
7181.249,70.338,74.932,7.458
7182.905,70.530,73.102,7.383
7184.557,71.596,73.866,7.299
7186.210,71.734,76.285,6.787
7187.867,71.415,75.631,6.256
7189.521,73.835,75.062,6.006
7191.179,71.300,74.349,6.088
7192.833,71.217,73.073,6.112
7194.492,70.707,72.017,6.121
7196.147,71.148,72.611,5.983
7197.802,71.070,74.705,6.037
7199.462,70.342,74.115,6.310
7201.118,72.007,73.736,6.480
7202.779,72.879,73.661,6.419
7204.436,71.791,73.153,6.221
7206.097,70.792,73.228,6.026
7207.755,71.582,74.710,5.956
7209.413,70.777,72.405,6.119
7211.075,70.960,72.648,6.137
7212.734,70.580,73.884,5.858
7214.398,70.020,73.970,5.840
7216.057,70.916,72.301,5.969
7217.721,70.407,70.709,5.888
7219.382,70.039,73.804,5.874
7221.043,70.464,73.802,6.218
7222.708,70.508,72.808,6.814
7224.369,70.591,72.553,7.304
7226.035,70.542,71.887,7.302
7227.697,70.427,70.198,7.096
7229.364,69.787,72.188,7.080
7231.027,70.589,71.588,7.156
7232.691,71.023,72.927,7.245
7234.359,70.771,73.100,7.469
7236.023,71.190,70.934,7.686
7237.691,71.700,72.214,10.226
7239.357,71.395,73.722,22.837
7241.026,70.760,73.075,45.633
7242.692,74.433,74.140,57.667
7244.358,73.470,74.647,51.559
7246.028,69.913,73.119,49.766
7247.695,70.192,73.154,50.945
7249.367,71.650,74.086,34.074
7251.034,72.922,74.089,14.616
7252.706,72.740,74.844,11.356
7254.375,70.953,75.325,15.785
7256.044,70.987,74.214,17.621
7257.717,72.358,72.418,14.465
7259.387,71.528,71.180,10.123
7261.061,70.687,70.882,7.873
7262.731,69.454,72.795,7.341
7264.406,70.758,73.964,7.583
7266.077,71.626,73.494,7.696
7267.748,71.229,74.355,8.084
7269.424,71.456,73.971,8.975
7271.097,75.467,74.804,9.363
7272.773,75.543,73.571,8.766
7274.447,72.190,72.188,12.052
7276.124,72.829,73.217,33.466
7277.798,73.910,75.116,64.701
7279.472,72.828,75.533,64.639
7281.151,73.188,72.599,32.845
7282.826,71.103,72.465,13.047
7284.505,69.866,71.981,19.471
7286.181,72.110,69.960,29.826
7287.861,72.224,71.810,27.784
7289.538,71.926,71.422,15.713
7291.215,72.251,71.211,8.719
7292.896,73.311,73.708,8.364
7294.574,72.650,74.471,8.749
7296.256,73.005,73.202,11.291
7297.934,74.087,74.972,14.233
7299.617,72.020,71.393,12.491
7301.296,70.586,70.995,8.478
7302.980,70.570,71.002,10.168
7304.660,70.964,71.357,18.059
7306.341,72.083,72.966,21.534
7308.025,72.705,74.122,15.631
7309.707,71.138,74.147,9.167
7311.392,71.782,72.826,8.203
7313.074,73.482,73.291,8.916
7314.761,72.727,74.336,11.978
7316.443,73.301,74.026,29.628
7318.126,73.208,73.265,51.200
7319.814,73.659,73.326,44.658
7321.498,73.055,74.344,19.325
7323.186,72.270,73.678,7.180
7324.871,74.062,73.472,6.515
7326.560,74.379,75.075,6.464
7328.245,73.721,75.886,10.713
7329.931,72.480,76.421,22.158
7331.622,73.007,76.048,28.932
7333.308,74.252,75.270,21.256
7334.999,75.192,75.272,10.313
7336.687,74.454,75.272,6.866
7338.379,73.843,73.675,7.393
7340.067,70.988,74.348,18.861
7341.755,73.724,71.993,47.709
7343.448,72.224,72.563,63.544
7345.138,72.066,72.933,40.584
7346.831,71.667,71.057,14.424
7348.522,73.117,72.504,8.125
7350.216,79.912,74.532,7.967
7351.907,82.355,76.233,8.220
7353.598,81.619,75.037,8.549
7355.294,76.623,72.233,8.251
7356.986,72.212,71.865,8.912
7358.683,72.662,75.035,16.705
7360.375,70.848,73.440,26.954
7362.073,73.188,74.006,24.827
7363.766,72.391,74.963,13.536
7365.460,70.492,75.249,8.270
7367.159,72.900,74.780,8.425
7368.854,72.241,73.310,21.093
7370.553,70.378,72.853,46.477
7372.248,70.753,71.303,51.792
7373.948,69.613,69.937,27.891
7375.645,69.024,69.029,11.078
7377.342,68.707,68.185,7.860
7379.043,68.808,67.929,7.411
7380.740,69.584,69.482,6.973
7382.442,68.936,70.180,7.060
7384.141,69.904,69.705,7.023
7385.843,71.098,70.207,6.884
7387.543,69.833,70.730,6.616
7389.242,69.975,68.499,6.830
7390.946,69.415,70.968,8.882
7392.646,68.774,71.825,16.793
7394.351,71.183,71.123,22.881
7396.052,69.582,69.607,17.819
7397.758,69.577,68.091,9.301
7399.459,69.771,68.046,7.101
7401.162,67.849,69.593,13.410
7402.868,69.842,71.734,31.286
7404.571,70.244,70.073,38.732
7406.279,67.590,68.264,22.219
7407.983,69.067,68.904,8.845
7409.691,69.209,68.860,6.563
7411.395,69.425,71.316,6.406
7413.100,68.655,71.476,7.266
7414.810,69.647,68.893,7.761
7416.516,68.177,67.653,7.436
7418.226,69.581,68.949,7.384
7419.932,71.616,69.420,7.043
7421.643,73.952,71.749,6.682
7423.351,85.198,78.158,6.346
7425.059,95.053,82.400,6.637
7426.771,93.149,81.089,6.524
7428.479,79.415,76.696,7.090
7430.192,70.193,73.992,11.554
7431.902,69.731,71.340,16.378
7433.615,69.538,69.785,13.317
7435.325,67.662,68.181,7.894
7437.040,68.125,68.234,7.500
7438.751,68.052,69.719,15.234
7440.462,68.843,69.342,24.253
7442.178,69.170,70.505,20.959
7443.890,70.423,71.611,9.659
7445.607,71.129,71.155,6.517
7447.319,70.798,70.486,6.387
7449.037,71.620,71.122,6.253
7450.750,69.517,71.940,6.395
7452.464,70.205,69.865,6.146
7454.183,68.800,66.974,6.363
7455.898,68.108,67.270,6.446
7457.617,68.147,70.737,6.365
7459.333,68.782,73.068,6.671
7461.053,69.013,71.299,7.014
7462.769,70.220,73.597,8.251
7464.486,70.850,72.663,9.654
7466.207,67.508,70.732,10.588
7467.925,69.530,70.904,11.678
7469.647,71.763,71.433,11.787
7471.365,70.006,68.656,12.210
7473.088,68.135,68.928,15.839
7474.807,68.835,70.426,18.907
7476.527,68.055,69.312,16.342
7478.251,68.025,67.776,12.365
7479.971,68.467,67.805,14.217
7481.696,68.063,67.515,18.971
7483.417,67.134,68.823,19.450
7485.143,67.562,70.781,17.923
7486.865,68.383,70.622,15.023
7488.587,68.868,69.460,10.342
7490.314,68.142,69.808,7.560
7492.037,68.538,71.252,7.004
7493.765,68.980,69.420,8.035
7495.489,68.770,69.159,9.666
7497.217,68.515,69.147,8.975
7498.942,67.305,68.899,7.211
7500.667,68.066,69.276,6.449
7502.397,68.114,70.510,6.682
7504.123,69.437,71.386,6.694
7505.853,69.409,71.159,6.533
7507.580,67.895,70.171,6.228
7509.311,69.636,70.233,6.223
7511.039,70.471,70.782,6.182
7512.767,69.828,69.410,6.049
7514.499,70.426,70.488,6.025
7516.228,67.700,69.256,6.563
7517.961,69.400,69.560,8.349
7519.690,70.242,69.995,9.863
7521.424,70.046,69.857,9.127
7523.155,72.778,72.396,12.569
7524.885,73.587,71.942,29.648
7526.621,74.349,72.468,38.466
7528.352,73.689,72.410,23.973
7530.088,74.259,72.168,10.633
7531.820,72.649,72.614,14.290
7533.557,72.682,72.818,15.229
7535.290,71.456,73.008,10.188
7537.024,69.003,72.051,6.841
7538.762,70.342,70.402,7.132
7540.496,72.695,70.831,7.791
7542.235,69.646,72.556,9.052
7543.970,71.094,71.263,8.835
7545.710,72.086,71.631,7.164
7547.446,71.890,69.988,6.714
7549.182,72.080,71.687,6.723
7550.923,72.840,73.256,6.459
7552.660,71.732,71.436,6.454
7554.401,71.477,70.970,6.922
7556.139,70.296,71.676,7.449
7557.882,71.231,72.138,9.881
7559.620,71.526,71.410,12.689
7561.359,72.075,70.059,11.403
7563.103,71.306,70.506,8.048
7564.843,71.114,74.108,6.739
7566.587,70.648,74.276,7.136
7568.328,71.519,71.436,8.075
7570.073,71.042,71.720,10.006
7571.815,72.443,72.248,16.379
7573.561,72.151,71.511,25.516
7575.303,74.024,73.977,25.060
7577.046,74.927,71.842,14.675
7578.793,73.293,72.223,8.183
7580.537,71.719,72.364,6.561
7582.285,71.130,71.182,6.385
7584.029,72.951,70.817,6.420
7585.778,72.639,71.847,8.869
7587.523,72.623,68.702,13.318
7589.268,76.290,69.964,13.839
7591.018,74.508,71.869,9.365
7592.765,72.852,71.977,6.788
7594.516,71.619,71.682,6.775
7596.263,74.083,72.482,7.108
7598.014,70.428,71.848,12.232
7599.762,73.186,73.627,25.397
7601.511,72.527,73.483,30.760
7603.264,71.629,70.929,19.675
7605.013,76.230,70.187,10.105
7606.766,71.186,73.057,11.248
7608.516,74.062,70.079,10.538
7610.271,74.688,72.929,11.452
7612.021,77.992,74.390,10.239
7613.773,79.858,74.014,10.120
7615.528,87.515,75.852,8.906
7617.280,88.213,78.640,8.934
7619.037,82.787,76.674,12.510
7620.790,80.576,76.045,14.487
7622.547,79.081,74.291,13.098
7624.300,78.759,73.458,11.281
7626.054,83.880,75.780,11.403
7627.813,87.581,77.551,13.085
7629.568,87.205,75.045,21.744
7631.327,76.574,73.480,26.649
7633.083,76.952,74.191,18.800
7634.843,73.147,75.029,10.245
7636.599,73.645,74.180,8.166
7638.356,70.877,72.752,7.689
7640.117,70.958,73.013,7.674
7641.875,72.385,71.245,8.111
7643.637,70.706,70.274,8.040
7645.396,72.739,71.202,8.001
7647.159,70.801,72.415,7.669
7648.918,71.743,72.074,7.435
7650.677,74.161,70.945,7.369
7652.442,69.625,69.551,7.986
7654.202,67.912,70.249,10.022
7655.967,71.233,71.532,11.559
7657.728,70.230,71.159,9.260
7659.494,70.359,69.940,6.820
7661.256,72.668,69.994,7.442
7663.019,69.715,71.338,12.268
7664.786,70.250,71.972,15.864
7666.549,72.234,72.312,12.377
7668.317,73.602,73.273,7.262
7670.081,73.623,74.147,6.281
7671.850,77.021,74.628,6.151
7673.615,76.522,75.780,6.292
7675.380,79.145,76.816,6.361
7677.150,83.374,77.644,6.220
7678.916,82.075,77.972,5.956
7680.687,77.646,76.655,6.158
7682.454,74.704,74.156,6.981
7684.225,72.062,70.484,7.712
7685.993,72.631,69.199,7.621
7687.761,70.186,70.159,7.786
7689.534,69.903,71.641,8.754
7691.303,71.832,72.695,8.875
7693.077,73.289,70.653,9.414
7694.846,74.108,70.989,9.440
7696.621,74.225,74.225,8.401
7698.391,71.882,74.915,8.696
7700.162,72.968,72.325,11.934
7701.938,75.242,72.926,14.063
7703.710,73.033,71.872,11.203
7705.486,70.418,71.354,7.781
7707.259,72.697,72.725,6.610
7709.036,74.501,72.559,6.370
7710.810,74.276,70.812,8.547
7712.588,73.504,72.209,29.973
7714.362,74.099,69.800,59.816
7716.137,71.960,72.206,69.990
7717.916,72.496,70.492,74.455
7719.691,73.424,68.149,74.061
7721.472,71.475,70.919,40.181
7723.248,71.839,73.019,14.467
7725.029,71.398,70.739,16.014
7726.806,70.749,70.896,24.291
7728.584,73.669,72.089,23.800
7730.366,73.560,72.860,15.523
7732.144,70.696,72.407,8.444
7733.927,69.961,70.749,8.203
7735.706,70.824,73.126,9.561
7737.490,71.561,74.168,11.640
7739.270,72.777,72.387,10.603
7741.051,70.395,72.052,8.765
7742.836,71.932,73.411,8.123
7744.617,73.574,70.340,7.797
7746.403,71.569,68.522,7.635
7748.185,74.601,72.017,9.521
7749.972,71.948,73.180,28.268
7751.754,71.019,72.414,70.693
7753.538,74.052,73.168,83.886
7755.326,73.026,74.064,43.770
7757.110,73.427,74.698,13.722
7758.899,71.580,74.298,12.555
7760.683,72.868,73.968,26.615
7762.473,71.437,73.153,36.023
7764.259,70.868,71.987,23.893
7766.045,72.588,72.657,8.930
7767.836,73.093,74.138,6.695
7769.623,74.282,74.708,6.668
7771.414,73.577,72.973,7.253
7773.202,75.330,71.532,10.594
7774.995,74.850,71.895,17.921
7776.783,73.872,71.630,17.241
7778.572,70.887,71.731,10.596
7780.366,72.239,70.228,12.719
7782.156,73.135,70.751,24.220
7783.951,76.123,72.318,23.836
7785.741,72.648,71.990,12.444
7787.537,72.401,70.820,8.489
7789.328,73.592,73.435,8.726
7791.120,73.542,73.424,9.868
7792.917,73.666,70.589,17.388
7794.709,73.132,68.919,43.577
7796.507,72.851,70.049,64.646
7798.300,71.180,70.616,43.855
7800.099,71.824,69.725,14.753
7801.893,72.939,71.405,7.273
7803.688,72.632,72.334,6.809
7805.487,74.104,72.768,7.098
7807.283,73.383,73.552,9.250
7809.083,73.138,72.919,23.727
7810.880,71.702,73.717,35.503
7812.681,75.086,71.690,25.056
7814.478,74.034,70.202,10.905
7816.276,74.288,71.034,9.396
7818.078,73.016,71.572,9.594
7819.877,75.923,69.870,11.067
7821.680,73.813,74.864,38.905
7823.480,72.747,74.898,80.861
7825.284,72.264,73.882,67.954
7827.084,73.908,73.531,20.548
7828.884,72.035,72.341,8.638
7830.690,70.543,71.349,8.538
7832.491,72.047,73.871,8.133
7834.297,71.847,71.497,7.392
7836.100,72.811,71.292,7.450
7837.907,73.022,72.596,7.574
7839.710,72.391,72.587,8.371
7841.513,74.932,74.271,19.353
7843.321,74.621,74.152,31.632
7845.126,75.684,73.149,25.946
7846.935,73.658,72.714,11.353
7848.740,73.148,71.080,8.496
7850.550,72.859,70.008,14.461
7852.356,72.179,74.038,25.812
7854.167,72.946,71.252,70.356
7855.974,72.461,73.780,93.435
7857.781,73.274,73.926,58.271
7859.593,72.329,72.906,21.931
7861.401,71.205,73.811,32.945
7863.214,70.395,71.632,38.379
7865.023,73.358,70.894,24.355
7866.836,73.194,73.226,10.823
7868.646,73.030,72.243,16.628
7870.456,72.106,70.712,28.583
7872.271,73.358,71.765,40.338
7874.082,74.897,70.784,35.017
7875.898,72.485,70.397,17.815
7877.710,72.814,71.660,10.289
7879.526,71.157,72.830,20.479
7881.339,71.680,73.412,32.065
7883.152,73.455,73.051,31.576
7884.970,75.839,71.610,23.137
7886.784,74.965,73.837,14.299
7888.603,70.888,73.488,13.893
7890.417,72.256,72.025,34.995
7892.237,69.490,70.253,56.638
7894.052,71.091,68.797,39.114
7895.868,70.752,69.882,13.726
7897.689,70.322,71.840,9.791
7899.506,69.081,70.819,8.906
7901.328,70.978,69.316,8.051
7903.145,70.678,69.463,7.530
7904.968,70.135,70.465,7.880
7906.786,69.926,70.279,8.222
7908.605,70.878,70.954,8.517
7910.429,70.933,71.043,9.014
7912.249,70.579,72.155,17.737
7914.073,72.357,71.253,55.682
7915.894,73.004,68.919,90.489
7917.719,73.659,71.649,65.241
7919.541,70.399,70.166,25.625
7921.363,70.066,70.171,32.809
7923.189,68.828,70.416,49.711
7925.012,71.092,68.499,38.849
7926.840,68.707,67.380,13.455
7928.663,70.364,71.870,8.993
7930.491,71.214,70.179,13.021
7932.316,71.243,69.491,31.676
7934.141,71.235,70.569,40.611
7935.970,70.637,69.953,24.803
7937.796,71.143,67.318,9.144
7939.626,71.803,67.513,7.194
7941.453,71.025,69.886,7.343
7943.284,70.587,71.704,7.659
7945.111,70.919,71.726,8.537
7946.939,70.432,68.218,9.668
7948.772,70.672,65.194,14.234
7950.600,68.908,70.409,23.925
7952.434,69.347,71.321,24.792
7954.263,68.915,68.513,13.923
7956.097,68.380,69.275,7.472
7957.928,69.288,70.582,6.455
7959.758,68.330,68.334,6.246
7961.594,68.713,67.073,6.462
7963.425,70.362,67.810,9.433
7965.262,68.183,70.375,41.546
7967.094,68.119,68.784,70.077
7968.931,70.247,65.495,50.810
7970.765,66.218,64.910,18.359
7972.598,65.641,64.558,11.886
7974.437,66.302,61.984,7.810
7976.271,64.808,62.622,9.037
7978.111,67.018,65.015,15.831
7979.946,68.021,65.904,29.426
7981.786,67.214,65.374,38.230
7983.622,67.923,66.718,27.943
7985.459,68.752,67.319,11.741
7987.300,67.980,67.986,7.367
7989.138,68.562,68.239,7.922
7990.980,68.275,66.736,8.605
7992.818,67.602,64.424,21.906
7994.662,69.263,64.880,67.969
7996.501,68.277,66.518,81.248
7998.345,67.107,66.697,35.784
8000.185,66.533,65.735,9.634
8002.025,66.816,66.186,9.394
8003.870,66.510,67.754,8.531
8005.712,64.994,66.332,7.993
8007.558,67.078,64.894,7.202
8009.400,66.818,64.247,6.726
8011.247,67.627,64.704,6.845
8013.090,65.397,66.045,10.209
8014.933,66.147,67.509,22.408
8016.781,69.229,68.133,29.717
8018.626,67.831,67.630,19.707
8020.475,68.413,65.597,10.716
8022.320,66.939,65.832,11.675
8024.170,68.058,66.314,11.826
8026.016,66.796,63.841,29.655
8027.862,68.244,61.234,60.228
8029.713,66.855,63.612,55.432
8031.561,67.253,66.223,21.569
8033.413,67.043,69.293,11.735
8035.261,69.336,67.759,8.537
8037.114,68.069,63.143,7.785
8038.963,69.009,67.124,6.930
8040.812,68.500,66.686,6.759
8042.666,69.157,67.288,6.992
8044.516,67.582,70.855,7.003
8046.371,70.409,71.773,6.448
8048.222,69.038,69.344,6.460
8050.078,69.312,71.508,6.733
8051.930,69.399,69.342,12.428
8053.783,69.973,68.469,21.003
8055.640,69.532,68.025,19.599
8057.493,67.586,66.389,9.358
8059.351,69.680,65.225,6.572
8061.205,69.736,67.014,9.934
8063.064,69.019,65.437,25.099
8064.919,75.657,67.644,35.485
8066.774,76.265,68.805,22.734
8068.634,71.072,67.157,9.012
8070.490,69.606,66.352,6.276
8072.352,69.074,68.781,5.808
8074.209,67.522,67.510,5.950
8076.070,69.479,69.219,6.556
8077.928,71.039,71.039,7.483
8079.787,69.776,69.334,8.192
8081.650,70.261,67.053,7.265
8083.509,69.086,70.376,6.289
8085.373,69.630,68.865,7.305
8087.233,67.440,65.763,8.870
8089.098,66.736,63.141,7.878
8090.959,66.539,63.755,6.300
